pos;name;pais1;pais2;num;edad;team_name
Lateral derecho;Jorge Moreno;España;;2;19/05/2006;fc_sevilla_b_atletico_
Lateral derecho;Tamiou Kpebane;Alemania;Italia;12;03/05/2006;fc_sevilla_b_atletico_
Mediocentro;Nico Guillén;España;;27;30/01/2008;fc_sevilla_b_atletico_
Mediocentro;Alberto Collado;España;;10;16/04/2005;fc_sevilla_b_atletico_
Mediocentro;Pablo Rivera;España;;6;11/01/2004;fc_sevilla_b_atletico_
Mediocentro;Lulo Dasilva;España;Brasil;22;04/10/2002;fc_sevilla_b_atletico_
Mediocentro;Edu Altozano;España;;8;17/10/2006;fc_sevilla_b_atletico_
Extremo izquierdo;Isra Domínguez;España;;23;07/05/2003;fc_sevilla_b_atletico_
Extremo izquierdo;Manuel Ángel Castillo;España;;28;12/06/2008;fc_sevilla_b_atletico_
Extremo derecho;Miguel Ángel Sierra;España;;7;14/07/2004;fc_sevilla_b_atletico_
Extremo derecho;Juan Cortez;México;;21;03/04/2005;fc_sevilla_b_atletico_
Extremo derecho;Bakary Sow;Senegal;;26;01/01/2006;fc_sevilla_b_atletico_
Extremo derecho;Eric Alcaide;España;;31;09/03/2006;fc_sevilla_b_atletico_
Delantero centro;Álex Costa;España;;9;12/01/2003;fc_sevilla_b_atletico_
Delantero centro;Ibra Sow;Senegal;España;17;26/01/2007;fc_sevilla_b_atletico_
Delantero centro;José Pedraza;España;;15;18/01/2006;fc_sevilla_b_atletico_
Portero;Juan Flere;Argentina;Italia;1;12/05/1998;ce_europa
Portero;Lucas García;España;;13;18/06/2004;ce_europa
Defensa central;Marcel Sgrò;España;;6;27/05/1997;ce_europa
Defensa central;Álex Cano;España;;4;07/03/1988;ce_europa
Defensa central;Jordi Bas;España;;12;01/01/2004;ce_europa
Defensa central;Fran Gil;España;;15;02/12/2005;ce_europa
Lateral izquierdo;Roger Escoruela;España;;3;16/03/1996;ce_europa
Lateral izquierdo;Joan Puig;España;;22;16/11/2002;ce_europa
Lateral derecho;Guillem Rodríguez;España;;2;13/02/1998;ce_europa
Lateral derecho;Arnau Campeny;España;;5;02/01/1997;ce_europa
Lateral derecho;Alejandro Jay;España;Cuba;24;07/07/2002;ce_europa
Mediocentro;Meshak Babanzila;Gabón;;8;11/06/2001;ce_europa
Mediocentro;Óscar Vacas;España;;20;23/08/2001;ce_europa
Mediocentro;Toni Caravaca;España;;23;08/01/2004;ce_europa
Mediocentro;Alex Pla;España;;10;18/01/1992;ce_europa
Mediocentro ofensivo;Josu Gallastegui;España;;11;10/12/2001;ce_europa
Extremo izquierdo;Jordi Cano;España;;7;01/04/1995;ce_europa
Extremo izquierdo;Carlos González;España;;18;20/05/1997;ce_europa
Extremo izquierdo;George Andrews;España;Inglaterra;19;02/03/2005;ce_europa
Extremo izquierdo;Ibuki Nemoto;Japón;;21;01/05/2002;ce_europa
Extremo derecho;Adnane Ghailan;España;Marruecos;17;17/10/2000;ce_europa
Extremo derecho;Adam El Mokhles;Marruecos;;33;13/11/2006;ce_europa
Delantero centro;Julián Mahicas;España;;9;14/07/2001;ce_europa
Delantero centro;Khalid Noureddine;España;Marruecos;29;18/03/2003;ce_europa
