pos;name;pais1;pais2;num;edad;team_name
Lateral derecho;Joshua Brenet;Curazao;Países Bajos;30;20/03/1994;kayserispor
Lateral derecho;Ramazan Civelek;Turquía;;28;22/01/1996;kayserispor
Lateral derecho;Burak Kapacak;Turquía;;17;08/12/1999;kayserispor
Pivote;Youssef Aït Bennasser;Marruecos;Francia;15;07/07/1996;kayserispor
Pivote;Dorukhan Toköz;Turquía;;24;21/05/1996;kayserispor
Mediocentro;László Bénes;Eslovaquia;;8;09/09/1997;kayserispor
Mediocentro;Görkem Sağlam;Turquía;Alemania;61;11/04/1998;kayserispor
Mediocentro;Furkan Soyalp;Turquía;;33;12/06/1995;kayserispor
Mediocentro;Yiğit Emre Çeltik;Turquía;;21;07/04/2003;kayserispor
Mediocentro ofensivo;João Mendes;Portugal;;10;21/10/1994;kayserispor
Mediocentro ofensivo;Eray Özbek;Turquía;;16;09/01/2003;kayserispor
